id, name, type, samplingRate, min, max, value, status
2,Pressão do óleo,Pressão,20,30,40,40.12195379448896,FAILED
5,Nível de água do motor,Umidade,50,5,15,8.647605561225149,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,78.18440080164412,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,65.25512642792795,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.531468124851422,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,34.49852952420302,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,89.53507483182959,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.57772180067424,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,35.157946504093346,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.308022827098483,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,38.63964434051675,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,102.53042131220472,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.022192948071922,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,31.200899807590645,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,47.70880046431321,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,35.85174667315396,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.890948296032697,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,75.72522841234414,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,64.49392164541379,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.925781836334888,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,20.873371299037675,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,48.34833908525527,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.574611673197218,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.836689535735427,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.367787629137561,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,30.05084579924111,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,43.464561020409626,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.971336399569688,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,60.51837901229693,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,26.28259688670265,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.218003620794256,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.492613599338817,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,106.77568040237101,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,41.913927219537214,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.43774507753474,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,28.942279149847284,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,34.00874207115219,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.020649568372635,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,35.81594148852562,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.276333929557872,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,47.95432079374907,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,57.84865362526966,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.51581112477227,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,49.854018829574045,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,46.90609561828634,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.10742494497879,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.86577677931119,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,90.22688439708318,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,36.97085158673592,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.823040133746485,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,59.08680455403962,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,13.176069517926301,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.508341724537111,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.47342393646316,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.561680525224672,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,24.903307315193437,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,24.61745879174519,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.60346456005422,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,62.81924183919166,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,30.154927656651065,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.37790666690857,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.1819883793633945,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,93.21097626447552,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.38119401595306,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.249024088423264,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,66.68301779028926,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,43.72794629658097,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.819876188761981,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.28225471614082,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.194617012808745,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,34.104003843348714,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,104.48735938751253,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.6165794729109635,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,51.05206655429508,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,34.451638133948705,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.144606540115745,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.460927929941924,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,54.69728450136476,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,58.78548158534801,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.4826575962091315,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,84.09136383371037,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,46.88353489773698,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.073347236367894,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.613641592606584,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.769117854665634,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,38.52714116441636,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,44.99381849663559,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.187741246863192,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,63.3346086162791,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,38.623539190129044,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.231355692125664,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.469835819420927,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,14.11160039533879,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,23.34591024157892,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.069238419677204,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,45.231443876926306,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,65.68469918677573,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.678793640194042,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,29.920284561289655,FAILED
5,Nível de água do motor,Umidade,50,5,15,6.256113691935701,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,69.32747633031926,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,89.51182406881547,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.7516989148798,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,58.83711629872296,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,44.115458996542394,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.93398920710865,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.220304116449597,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,42.29448143282783,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.12127179054845,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.769559473227037,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,59.44216322181219,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,62.67594845009599,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.48608144943347,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.416431809915338,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.387972794094875,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,57.56127271280194,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,6.682853932435908,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.933583690907462,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,40.86805770398623,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,26.642055731366895,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.22632620289791,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.677987570701308,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,34.183836188759386,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,66.02961708958834,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.971312230743493,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,103.65862384398216,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,61.9625020184298,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.97547415707401,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.64477485314705,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.659658710178785,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,55.01957652876581,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,104.60317491711456,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.03353170146574,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,42.16591465217105,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,17.414779305925762,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.42316052424661,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.005001737176723,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,33.72484584484359,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,67.13530288769365,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.548638840808232,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,103.60314523137794,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.93016663279731,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.89318953245019,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,32.22298999779623,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,43.801006993250674,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.305287918536266,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,86.47857251135916,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.899042368537209,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,51.54863140762852,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,59.398767471767876,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.32894788835523,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.084689836966742,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,98.18211846060862,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,51.728190133301396,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.951323655183842,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,49.25446354933912,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,69.10813808830964,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.01519434715662,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.03501146821109,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,52.07134710905362,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.530219254016482,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,59.88086875187975,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.643229407797996,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,22.313235044652075,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,60.58985475184299,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.96916008842399,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.635695137872023,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,70.75701337293913,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,58.895523851321585,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.060633515424502,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,24.978468013538915,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,22.59951457760697,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.322183044232098,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,39.44180822375212,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.175054475311526,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.75744517754522,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,29.886539310064162,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.892846679211031,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,70.33397585973593,FAILED
1,Temperatura motor,Temperatura,10,15,70,46.13546689734131,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.894189275018395,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,62.75673470235118,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.83223461421927,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,53.362721804905476,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.412852277185891,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,9.478895421685177,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,46.88220825816316,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.341191551210451,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.26424804669314,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,57.01245563642779,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.429903386972846,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,35.6519900188875,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.49336689025931,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,51.23594913717544,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,15.576009339743626,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.720465884729006,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,65.41235096735745,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.841437995596834,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,37.280505886791886,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.100676853935681,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,98.10840844715894,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,30.236403691780275,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.247367838459102,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,40.091420049241876,FAILED
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,69.82422715718886,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.022033816840558,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,68.22278411578192,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.863456767276585,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,23.79607278720586,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,63.30580656892867,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.2881031653164,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,58.12619208502137,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.97796793517606,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,48.801209221003504,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.534179729513346,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,30.51780297529481,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,33.18370236553542,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.52502733866925,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.668351119535194,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,39.173437796116296,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.36972560646481,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,89.76819774356568,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.684005091507494,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,61.0044710438672,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,67.7142243787294,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.30162259984128,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,10.177211045896765,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.364223539048396,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,27.862773666244017,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.117124191888727,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,70.37146882557005,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,40.17136792191326,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.15539240256392,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.510419433048357,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,58.6606475798812,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.662247728749838,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,88.1633965238227,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.781737292450654,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,50.43434271835563,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,57.34283383649192,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.66729285811508,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,55.99949414435079,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.607324133503363,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,58.114841245749076,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.390889067880806,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,40.879177676210254,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,54.85356596168906,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.55059636070374,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.456741486532707,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,38.091540881808235,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.171646219944666,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,77.12504402658283,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.0649042578132,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,24.64426885407312,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,28.07189946522759,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,35.089429985337134,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,15.28391703084085,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.668312694513595,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,26.79224607775025,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.167394222890376,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,74.6284358039924,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,46.538689651152396,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.39918647772439,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.422263280276956,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,65.8479951086271,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,5.374306712213989,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,38.05247095377481,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.65497092905741,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,18.47924702758338,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,46.48898781893078,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,36.36507721896932,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,79.70432349416967,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.305367363106715,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,32.147038138590666,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,13.170533462943691,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,77.27768196823013,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,52.640883163725746,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.460045467592288,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,7.46908791383025,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,40.915048276292055,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.275825691898602,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,82.92583671617365,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.715764898271997,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,68.60516217215196,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,25.654414486156803,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,33.511484007967226,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,89.36527173190603,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.800659445823532,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,39.64708611174238,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.711323021624434,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,101.3403776442067,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,37.25760985770457,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.9550801732,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.460154969996445,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,24.517821135913554,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,14.36188532555617,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,95.41844150007488,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.53369526546699,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,36.71577346934744,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,63.15494655218582,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.555803472449995,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,84.38816443424291,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,11.836634359838241,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,60.33689728254329,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.950450029311041,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,91.96957697216575,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,30.3734552604961,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,34.765146035257644,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.51991790806041,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,55.29479613675963,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.56046015801573,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,37.47373890799688,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,67.82053022777897,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.72766125183874,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,65.97326587378637,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,37.25757524580807,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,11.089015932678619,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,12.543022420200128,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,32.28500664928116,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,9.756715411909475,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,96.93620939120721,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,47.697762893389495,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,38.4916335014447,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.776165446289781,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,50.5596311109767,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.069253036360433,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,96.38157630463793,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,28.084860606574555,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.830735495538507,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,37.88798892848383,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,31.73330884170411,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,35.43247586947115,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,10.613108919094255,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,38.85188608317267,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,8.704005729472291,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,86.78356580203838,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,37.08585110631674,SUCCESS
2,Pressão do óleo,Pressão,20,30,40,30.58423572604861,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.542022319529453,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,44.47708709606346,SUCCESS
5,Nível de água do motor,Umidade,50,5,15,6.966510089911582,SUCCESS
3,Temperatura da roda traseira esquerda,Temperatura,30,5,110,75.18568183743434,SUCCESS
1,Temperatura motor,Temperatura,10,15,70,70.13676768071362,FAILED
5,Nível de água do motor,Umidade,50,5,15,5.228775504059143,SUCCESS
4,Temperatura do freio traseiro direito,Temperatura,40,20,70,65.75524355357155,SUCCESS
